date,POW,POW to POS,POS,OTHER
2018-12-02,0.6857608877510725,0.10747075601580536,0.07502914570240696,0.13173921053071527
2018-12-03,0.6856216969956244,0.10738577603096786,0.07401400885258787,0.1329785181208199
2018-12-04,0.6872122427667761,0.10732026739842448,0.07255883443135182,0.13290865540344762
2018-12-05,0.6881068740544617,0.10589074106199495,0.07078578073418147,0.13521660414936193
2018-12-06,0.6955211139119473,0.10291303505320454,0.06689336684838926,0.1346724841864589
2018-12-07,0.6916971785738761,0.10701948620712903,0.06556960989141929,0.13571372532757553
2018-12-08,0.6923453815570281,0.10442666669783682,0.06697280344449508,0.1362551483006401
2018-12-09,0.6940465785784687,0.10379226298647072,0.06821634255660539,0.13394481587845514
2018-12-10,0.6951506387994217,0.10353136892383974,0.06713411607207169,0.13418387620466685
2018-12-11,0.6944086867583389,0.1028337818677506,0.0666215072157994,0.13613602415811113
2018-12-12,0.69346888891182,0.10270267531481882,0.06773429410510329,0.13609414166825784
2018-12-13,0.689880007954998,0.10293870966795622,0.06795752871099549,0.13922375366605025
2018-12-14,0.6931776365357469,0.10330659473531638,0.0656085384558644,0.13790723027307233
2018-12-15,0.6930639958945153,0.10377022168168595,0.06633720804029516,0.13682857438350363
2018-12-16,0.6927690268158212,0.10392065364162684,0.06661966899803985,0.13669065054451204
2018-12-17,0.6841805734084891,0.10505685142105257,0.07025898682841253,0.1405035883420458
2018-12-18,0.6796742731396365,0.10612373612484766,0.07193684175887666,0.14226514897663917
2018-12-19,0.6841042846312029,0.10510020300379629,0.06943993066137384,0.14135558170362697
2018-12-20,0.6862054471712623,0.10786571129855942,0.06959145729141208,0.13633738423876618
2018-12-21,0.6851935911678255,0.10737501057920305,0.07067016729142354,0.13676123096154794
2018-12-22,0.6845541089444457,0.1109379295266641,0.07031648217576728,0.13419147935312295
2018-12-23,0.6708448060521397,0.12166762546000472,0.07257319489261685,0.13491437359523872
2018-12-24,0.6595333091167266,0.12614963345538344,0.07139339680761511,0.14292366062027492
2018-12-25,0.661353422349986,0.12532118005207615,0.0698944713414553,0.14343092625648263
2018-12-26,0.6627356163228245,0.1260795149667019,0.06994916893553767,0.14123569977493594
2018-12-27,0.6734837418328045,0.12049443263528765,0.068751788709386,0.13727003682252192
2018-12-28,0.6621601862515228,0.12923303290081456,0.07048078548217665,0.138125995365486
2018-12-29,0.6589475273254634,0.13256643446286323,0.07081843835078767,0.13766759986088573
2018-12-30,0.659096606604744,0.1328204869171416,0.07103650008083791,0.13704640639727655
2018-12-31,0.6611757747027376,0.1316732442066897,0.07133250542372285,0.13581847566684985
2019-01-01,0.6588004762170865,0.13438927823817357,0.0709500253173869,0.135860220227353
2019-01-02,0.6514549360944915,0.14213203887476417,0.07198631319977045,0.1344267118309739
2019-01-03,0.654436810725913,0.14151657338009668,0.07053777197586313,0.13350884391812717
2019-01-04,0.6526049101391395,0.14533526763292545,0.07091546184226212,0.13114436038567304
2019-01-05,0.6522502650220593,0.1464609283750383,0.07058062717512496,0.13070817942777746
2019-01-06,0.6587232639532202,0.14118002505331728,0.07114107030209732,0.1289556406913652
2019-01-07,0.6605692737748818,0.13830073665816872,0.07133423124052962,0.12979575832641985
2019-01-08,0.6613302826994663,0.13685740026457452,0.071822348399499,0.1299899686364602
2019-01-09,0.6583720466779266,0.13662320147432985,0.07349897169016831,0.13150578015757522
2019-01-10,0.6666494367510031,0.1303010602774829,0.07074250496171032,0.13230699800980372
2019-01-11,0.6676678430551928,0.12941634420392822,0.07037146436113992,0.13254434837973908
2019-01-12,0.6687791560893692,0.1288388107699416,0.07046083325672461,0.13192119988396456
2019-01-13,0.6737533153403489,0.12455886592226864,0.06903152784301018,0.13265629089437228
2019-01-14,0.667073627555617,0.13023651850769657,0.07062101746823261,0.1320688364684538
2019-01-15,0.6703306815073504,0.12649238066440346,0.07028412186441876,0.1328928159638274
2019-01-16,0.6691654657621928,0.1269466818754837,0.07114206979942705,0.1327457825628964
2019-01-17,0.6695041734498948,0.12632299751025394,0.07224793058837245,0.1319248984514788
2019-01-18,0.6717804390328407,0.12486342319690877,0.07222464702029889,0.13113149074995162
2019-01-19,0.671225802850826,0.12589773491443607,0.07173811264267463,0.1311383495920633
2019-01-20,0.6714626099624599,0.1252862989493697,0.07136536723977775,0.13188572384839267
2019-01-21,0.6720226556581933,0.12379617822199143,0.07142851593356891,0.13275265018624638
2019-01-22,0.6724063272272787,0.12427608996859606,0.07205116158512265,0.13126642121900264
2019-01-23,0.6738498320125361,0.12369225983963397,0.07171092311589744,0.13074698503193252
2019-01-24,0.6745593901413521,0.12321211578532487,0.0714490246719722,0.1307794694013508
2019-01-25,0.6753325460726305,0.12243949334766938,0.07151897873003248,0.13070898184966767
2019-01-26,0.6760216448497657,0.12262164609854617,0.07133891576868912,0.13001779328299903
2019-01-27,0.6795809900953234,0.1207565138039154,0.0702477200718104,0.1294147760289508
2019-01-28,0.6849374745396992,0.11851056470013947,0.06787826812869223,0.12867369263146905
2019-01-29,0.6864641595342549,0.11843754478981808,0.06762761914892897,0.12747067652699812
2019-01-30,0.6767437697919441,0.11881940815925188,0.06735285835217882,0.13708396369662532
